ID,Prediction,Probabilities
0,0,0.007471261344023109
1,0,0.009108686586091043
2,0,0.014437882884942023
3,0,0.006686055025724088
4,0,0.00876510238202583
5,0,0.04390747460916278
6,0,0.02072834014602225
7,0,0.005881569480026926
8,0,0.004684520420154198
9,0,0.011913434498450361
10,0,0.011906373587713797
11,0,0.008576998279837487
12,0,0.00949712610741517
13,0,0.005690045282822655
14,0,0.0049502031180688405
15,0,0.008541215608051508
16,0,0.007273600537559951
17,0,0.004095160502117893
18,0,0.011236442593902
19,0,0.007290448991571132
20,0,0.009404273637807298
21,0,0.004203742938896668
22,0,0.002737603640768403
23,0,0.002418672291949294
24,0,0.00653930098242346
25,0,0.010700872196323014
26,0,0.004754196267353613
27,0,0.00579619327338191
28,0,0.0034922543923361013
29,0,0.0024749326667126968
30,0,0.010932512581105827
31,0,0.010403109783914243
32,0,0.006332480980459625
33,0,0.0098018013218173
34,0,0.0065562292726334855
35,0,0.014157550699012146
36,0,0.005300574096042573
37,0,0.0056007780889055355
38,0,0.004600008072858234
39,0,0.006319352510010619
40,0,0.010523697522482774
41,0,0.012241367094602832
42,0,0.006597071828418845
43,0,0.008021312672228692
44,0,0.0042990724438392944
45,0,0.008483796173159239
46,0,0.007559880237981585
47,0,0.012827570997690114
48,0,0.006594946660619138
49,0,0.011758056333194931
50,0,0.004423161038682687
51,0,0.008241486447335989
52,0,0.003489525249781858
53,0,0.009959367250092119
54,0,0.005822682621600641
55,0,0.008123049468603276
56,0,0.013293103549338912
57,0,0.005400949646850899
58,0,0.006246081297743201
59,0,0.0074159619217644066
60,0,0.006244680159754913
61,0,0.0038708223216752454
62,0,0.0093330106900512
63,0,0.007079069656596468
64,0,0.008099673580259958
65,0,0.007144066685785326
66,0,0.005279245655278321
67,0,0.0077515973977660075
68,0,0.0036651515629423366
69,0,0.0073164451715135945
70,0,0.0024657146283299687
71,0,0.0038329816539251324
72,0,0.011573504941112013
73,0,0.007367550828426481
74,0,0.005257552396823874
75,0,0.007231105799749271
76,0,0.0031131409332016548
77,0,0.0045878852104476965
78,0,0.009918414682586283
79,0,0.011924169504887899
80,0,0.006635563941619509
81,0,0.007993469052957477
82,0,0.006092717436093538
83,0,0.008165563684638895
84,0,0.008073733920343622
85,0,0.005786216957026326
86,0,0.005097478648572665
87,0,0.00499041403154517
88,0,0.009815580313264743
89,0,0.008847982656719657
90,0,0.004518021014263268
91,0,0.00509033444479317
92,0,0.00598905234822689
93,0,0.01137728286529509
94,0,0.008965523549555118
95,0,0.006687686273337442
96,0,0.011304077959231966
97,0,0.005527940341556645
98,0,0.006402017670728546
99,0,0.01727520754120064
100,0,0.009081393902849696
101,0,0.005843514797187854
102,0,0.0038736915435335978
103,0,0.010651305628829738
104,0,0.006584807859054414
105,0,0.01721049513009614
106,0,0.006374836560781844
107,0,0.01062746639778974
108,0,0.008335467871393797
109,0,0.009485504119380535
110,0,0.006201645915883066
111,0,0.005587813638422943
112,0,0.008253445403233837
113,0,0.002242555535528972
114,0,0.011558722364571663
115,0,0.006370742228460139
116,0,0.011257094703670121
117,0,0.005977098401521961
118,0,0.008310752293308899
119,0,0.005924218501894637
120,0,0.006078404133569919
121,0,0.004182016722423748
122,0,0.005728139601004722
123,0,0.010591579146353208
124,0,0.009478636086203685
125,0,0.011359602763173623
126,0,0.009572718224458541
127,0,0.009124481527076003
128,0,0.007260812439455051
129,0,0.008117591640527255
130,0,0.0032484475998098353
131,0,0.006113671976220368
132,0,0.0035886863335781224
133,0,0.013447468614293686
134,0,0.009991487063927293
135,0,0.00417737030330545
136,0,0.004466297329417207
137,0,0.006834502475505977
138,0,0.004325486426798668
139,0,0.006899747624170123
140,0,0.00975700226503666
141,0,0.00799849595346828
142,0,0.009329732648656611
143,0,0.007425923710550984
144,0,0.005690040925701682
145,0,0.006386969748179329
146,0,0.004259343588753746
147,0,0.00600578678401638
148,0,0.005342846435787831
149,0,0.005330753990012709
150,0,0.010519588162544039
151,0,0.006677652009257269
152,0,0.009545513664738834
153,0,0.02961096456100924
154,0,0.010295331048558794
155,0,0.015864975280521297
156,0,0.009160526394569867
157,0,0.004949603151542413
158,0,0.007344993606750375
159,0,0.4364684911387555
160,0,0.002981462378430549
161,0,0.009093849565036486
162,0,0.004964881518276508
163,0,0.006509122521521473
164,0,0.007291249304287113
165,0,0.00925828665069856
166,0,0.019205577235573045
167,0,0.006113622088105448
168,0,0.007406394225428505
169,0,0.004191988567493643
170,0,0.008409464557499151
171,0,0.0035939460337966007
172,0,0.004020253503013166
173,0,0.008121274453212047
174,0,0.008251918573237102
175,0,0.007355016545841451
176,0,0.01366573900331761
177,0,0.006168985513730902
178,0,0.008669786460653852
179,0,0.009983106844569637
180,0,0.0028817124905585363
181,0,0.006029259716417121
182,0,0.00759706155302044
183,0,0.009959702036478862
184,0,0.012273351697739788
185,0,0.00195038025464913
186,0,0.0076912589096885375
187,0,0.009206403324018512
188,0,0.008494315274424145
189,0,0.006364317602460766
190,0,0.00854194935908698
191,0,0.003379584958988718
192,0,0.007037039249860433
193,0,0.008937453370558743
194,0,0.006756571408456136
195,0,0.008349320895328983
196,0,0.007616259578122995
197,0,0.007801866563073942
198,0,0.008860459332011229
199,0,0.033418420319122344
200,0,0.0037181517146900587
201,0,0.0022782075064327694
202,0,0.005410615669725193
203,0,0.01917961397987612
204,0,0.006241301639335992
205,0,0.005654397183591595
206,0,0.010416277466263273
207,0,0.010694762902301097
208,0,0.005669081690243872
209,0,0.0023680900838983607
210,0,0.008542807851237243
211,0,0.014176330174324209
212,0,0.006899807018893381
213,0,0.00679019300298815
214,0,0.004634895055555656
215,0,0.007274270419745774
216,0,0.006145750555251667
217,0,0.008088142546310054
218,0,0.006169520689745668
219,0,0.00792542325184654
220,0,0.008552370608376197
221,0,0.006755534839272085
222,0,0.0023163181629219346
223,0,0.005819739747477723
224,0,0.006145608346807893
225,0,0.007774054476259516
226,0,0.008016622477440123
227,0,0.008587122547632386
228,0,0.006055666264460306
229,0,0.009449947764260433
230,0,0.006332031806327935
231,0,0.007468160801670303
232,0,0.010612159496187958
233,0,0.004713842354752027
234,0,0.009674072388190121
235,0,0.008194581994268871
236,0,0.01313424343132296
237,0,0.010296246526706018
238,0,0.008278591109597102
239,0,0.01024598534017594
240,0,0.004506516991343048
241,0,0.0018400627129033552
242,0,0.007428438020083316
243,0,0.0019498244782285893
244,0,0.009646902215841403
245,0,0.008415295980795757
246,0,0.008661817964753009
247,0,0.004201398768203553
248,0,0.00432857051021279
249,0,0.010717522318496904
250,0,0.004667978234164033
251,0,0.00893121623484283
252,0,0.013352234514857914
253,0,0.005885220099839103
254,0,0.006357418445508406
255,0,0.002177208591099664
256,0,0.007314223753154674
257,0,0.006954115581812351
258,0,0.00351710382746202
259,0,0.00611576498714923
260,0,0.010453058774690037
261,0,0.007185636994906718
262,0,0.010056421830481097
263,0,0.006302663993242013
264,0,0.008778108762649409
265,0,0.011149685093122178
266,0,0.030659620666742868
267,0,0.011926134745404307
268,0,0.0073656650456936255
269,0,0.010769673662570107
270,0,0.00675207719793438
271,0,0.00881944639658949
272,0,0.005436321814993742
273,0,0.01345078035203862
274,0,0.023333085572477784
275,0,0.006913975608339347
276,0,0.005875846087652599
277,0,0.006776266915295277
278,0,0.007802971053453902
279,0,0.007190913094065048
280,0,0.010245666123015957
281,0,0.005820656710801916
282,0,0.004251018960496379
283,0,0.008411213889827204
284,0,0.004193899976871652
285,0,0.003269965853585509
286,0,0.024623377268049588
287,0,0.0084200180417066
288,0,0.006533558000397208
289,0,0.007580216955089744
290,0,0.0026725413863441985
291,0,0.009482196055993672
292,0,0.008111481239039037
293,0,0.006450437204006666
294,0,0.0068171610352560945
295,0,0.004353256495761086
296,0,0.0076391660346067465
297,0,0.005649734749627083
298,0,0.004605779826610848
299,0,0.014159226987730703
300,0,0.0060209832143935955
301,0,0.009195748097517959
302,0,0.005363063735643715
303,0,0.008588914271544608
304,0,0.004144950075707712
305,0,0.007173942207442645
306,0,0.007187373360141449
307,0,0.006269275830972335
308,0,0.012521716149133364
309,0,0.007983742068704735
310,0,0.00683238330599484
311,0,0.008974607474217458
312,0,0.009796061878442534
313,0,0.0030950574114055112
314,0,0.0052439758840339195
315,0,0.00854368782104025
316,0,0.005309584196354579
317,0,0.007064952166670325
318,0,0.005987728845584731
319,0,0.012080757790396468
320,0,0.008164272928699617
321,0,0.014926677737785577
322,0,0.0073239953830172445
323,0,0.015308507291051482
324,0,0.007445243771888704
325,0,0.0034438009588478695
326,0,0.0044252871996901
327,0,0.006002009528862111
328,0,0.002837214124384642
329,0,0.017941744547816947
330,0,0.021911581788822968
331,0,0.015333674744453924
332,0,0.011957568883184246
333,0,0.01353011777809656
334,0,0.008533869334125142
335,0,0.011509765529223712
336,0,0.0049564214014430905
337,0,0.002751531193017231
338,0,0.0018551050942016763
339,0,0.008675084044834908
340,0,0.006435586463661751
341,0,0.010669314125976258
342,0,0.006595036801926857
343,0,0.005071076130217506
344,0,0.0034306376566142663
345,0,0.005652961283663559
346,0,0.005116170069293485
347,0,0.03882221233395842
348,0,0.007381545848036468
349,0,0.005011768095783543
350,0,0.005264375423669606
351,0,0.006255258334548466
352,0,0.008184038233851354
353,0,0.006314538060975587
354,0,0.011000163590846572
355,0,0.0025339299436173746
356,0,0.010144914036059627
357,0,0.005027910080241177
358,0,0.0027810309069944473
359,0,0.00433843901752491
360,0,0.007654852276514354
361,0,0.002937792506196681
362,0,0.008114516328097366
363,0,0.0040385471939651295
364,0,0.006269205567432929
365,1,0.7052225499743727
366,0,0.00979915659136996
367,0,0.0060948114792357755
368,0,0.00719435315375834
369,0,0.008311119870857525
370,0,0.01745617794009242
371,0,0.00938964222388461
372,0,0.004400291269155738
373,0,0.009962377574436108
374,0,0.006707280926249625
375,0,0.007325801446117282
376,0,0.009216192931213675
377,0,0.04641850330468076
378,0,0.008722118766421214
379,0,0.009181265553643535
380,0,0.014608073376553133
381,0,0.0016531156408319423
